complaint_text,category,language,source
"Air: Smoke, Chimney or vent is affecting the surrounding environment in our neighbourhood.",environment,english,NYC311_seed_controlled_augmentation
Our area has: Leak has affected the local water supply on the main road. Please investigate this issue.,water_supply,english,NYC311_seed_controlled_augmentation
Please repair cave-in near our house.,roads,english,NYC311_seed_controlled_augmentation
The electricity service has a problem with street light lamp dim close to the bus stop.,electricity,english,NYC311_seed_controlled_augmentation
Residents have reported no lighting outside our building. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation
Residents are reporting manhole overflow near the junction. Please resolve this problem as soon as possible.,drainage,english,NYC311_seed_controlled_augmentation
"People nearby have complained about air: smoke, vehicular outside our building.",environment,english,NYC311_seed_controlled_augmentation
Residents have reported electrical wiring defective/exposed near the public market.,electricity,english,NYC311_seed_controlled_augmentation
There is receptacle violation near our house. We would appreciate assistance with this issue.,garbage,english,NYC311_seed_controlled_augmentation
Please check: Garbage-related problems include loose rubbish near the hospital. This issue needs attention.,garbage,english,NYC311_seed_controlled_augmentation
Please inspect the drain because of street flooding near the hospital. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation
Residents are reporting sewer or drain in our neighbourhood.,drainage,english,NYC311_seed_controlled_augmentation
Leak has affected the local water supply near the public market.,water_supply,english,NYC311_seed_controlled_augmentation
We have noticed: Residents are concerned about air: other air problem outside our building.,environment,english,NYC311_seed_controlled_augmentation
"Please investigate air: smoke, vehicular on the main road. Please resolve this problem as soon as possible.",environment,english,NYC311_seed_controlled_augmentation
The area is affected by large number of mosquitoes close to the town centre. Residents are requesting assistance.,environment,english,NYC311_seed_controlled_augmentation
"Residents are concerned about oil spill on street, small near the school. Please arrange an inspection.",environment,english,NYC311_seed_controlled_augmentation
Our area is facing possible water main break close to the bus stop.,water_supply,english,NYC311_seed_controlled_augmentation
We have noticed: The area needs cleaning because of missed collection in our neighbourhood.,garbage,english,NYC311_seed_controlled_augmentation
POWER OUTAGE is affecting the area near the school.,electricity,english,NYC311_seed_controlled_augmentation
"Residents are concerned about air: odor/fumes, vehicle idling close to the town centre. Please take the necessary action.",environment,english,NYC311_seed_controlled_augmentation
Please check the water system because of heavy flow close to the bus stop. Please arrange an inspection.,water_supply,english,NYC311_seed_controlled_augmentation
Garbage-related problems include 15 street cond/dump-out/drop-off in our neighbourhood.,garbage,english,NYC311_seed_controlled_augmentation
I am reporting: Residents are concerned about chemical odor in our neighbourhood.,environment,english,NYC311_seed_controlled_augmentation
We are experiencing an electrical problem involving street light out near the hospital.,electricity,english,NYC311_seed_controlled_augmentation
There appears to be: The drainage problem appears to involve rain garden flooding along the roadside.,drainage,english,NYC311_seed_controlled_augmentation
Please arrange cleaning because of missed recycling-all materials near the public market.,garbage,english,NYC311_seed_controlled_augmentation
Our area is facing dirty water in the residential area.,water_supply,english,NYC311_seed_controlled_augmentation
The road surface is affected by broken curb near the public market.,roads,english,NYC311_seed_controlled_augmentation
The electricity service has a problem with lamppost knocked down close to the bus stop. Please arrange an inspection.,electricity,english,NYC311_seed_controlled_augmentation
"Air: Dust, Other is affecting the surrounding environment in the residential area.",environment,english,NYC311_seed_controlled_augmentation
The drainage problem appears to involve culvert blocked/needs cleaning on the main road. Please investigate this issue.,drainage,english,NYC311_seed_controlled_augmentation
We are experiencing an electrical problem involving lamppost wire exposed along the roadside.,electricity,english,NYC311_seed_controlled_augmentation
Residents have complained about receptacle violation near the junction.,garbage,english,NYC311_seed_controlled_augmentation
